country,category,n_records,mean_z_price,anomaly_rate,total_value_gbp,log_n_records,cluster
Hungary,Edible vegetables and certain roots and tubers,61,0.5867481473345697,0.11475409836065574,9287841.0,4.110873864173311,0
Hungary,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",23,-0.3193530259008586,0.0,6887510.0,3.1354942159291497,0
Hungary,"Fish and crustaceans, molluscs and other aquatic invertebrates",11,-0.13093789119258625,0.0,738637.0,2.3978952727983707,0
Hungary,Live animals,16,-0.29945632426874236,0.0,174360.0,2.772588722239781,0
Hungary,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",7,-0.4420018938766534,0.0,95001.0,1.9459101490553132,0
Hungary,Meat and edible meat offal,121,-0.39813430984527926,0.05785123966942149,7077291.0,4.795790545596741,0
Iceland,"Fish and crustaceans, molluscs and other aquatic invertebrates",155,-0.39487621866287687,0.07096774193548387,88984290.0,5.043425116919247,0
Iceland,Meat and edible meat offal,8,-0.6137271689339393,0.0,1457109.0,2.0794415416798357,0
Iceland,Products of animal origin not elsewhere specified or included,7,0.18046757976490996,0.0,525028.0,1.9459101490553132,0
India,"Aircraft, spacecraft, and parts thereof",11,-0.399112256072287,0.0,522088.0,2.3978952727983707,0
India,Edible fruit and nuts; peel of citrus fruits or melons,116,0.0036957437394555055,0.008620689655172414,8636029.0,4.7535901911063645,0
India,Edible vegetables and certain roots and tubers,316,-0.2652428184794172,0.0031645569620253164,31263647.0,5.755742213586912,0
India,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,0.3793761223079138,0.0,58352.0,1.6094379124341003,0
India,"Fish and crustaceans, molluscs and other aquatic invertebrates",150,-0.4384827838568238,0.0,26916786.0,5.0106352940962555,0
India,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",26,0.4171340358430361,0.0,344663.0,3.258096538021482,0
India,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medical plants; straw and fodder",7,-0.581323112287907,0.0,1506170.0,1.9459101490553132,0
India,Organic chemicals,11,0.2939950764877958,0.0,313533.0,2.3978952727983707,0
India,Products of animal origin not elsewhere specified or included,6,0.651723511758548,0.0,391283.0,1.791759469228055,0
India,"Salt; sulphur; earths and stone; plastering material, lime and cement",6,0.5831653596316807,0.0,896413.0,1.791759469228055,0
Indonesia,"Aircraft, spacecraft, and parts thereof",8,-0.23736801057391396,0.0,77013.0,2.0794415416798357,0
Indonesia,Edible fruit and nuts; peel of citrus fruits or melons,16,-0.007807208232075535,0.0,2037746.0,2.772588722239781,0
Indonesia,Edible vegetables and certain roots and tubers,7,1.1450572065397437,0.2857142857142857,157206.0,1.9459101490553132,1
Indonesia,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,-0.13334563517108336,0.0,112720.0,1.6094379124341003,0
Indonesia,"Fish and crustaceans, molluscs and other aquatic invertebrates",90,0.06043964740168881,0.0,5464182.0,4.499809670330265,0
Indonesia,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",12,0.6111942839957846,0.0,100335.0,2.4849066497880004,0
Iran,Edible fruit and nuts; peel of citrus fruits or melons,33,-0.5540443775288342,0.09090909090909091,367795.0,3.4965075614664802,0
Iran,Edible vegetables and certain roots and tubers,27,-0.4860927309960714,0.0,85428.0,3.295836866004329,0
Iraq,Edible fruit and nuts; peel of citrus fruits or melons,7,-0.2459936480237672,0.0,370755.0,1.9459101490553132,0
Ireland,"Aircraft, spacecraft, and parts thereof",16,-0.04295336811278736,0.0,549859.0,2.772588722239781,0
Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",763,-0.22046229884931662,0.11140235910878113,284031890.0,6.637258031284457,0
Ireland,Edible fruit and nuts; peel of citrus fruits or melons,234,0.3310465962039005,0.16666666666666666,15002480.0,5.455321115357702,0
Ireland,Edible vegetables and certain roots and tubers,357,0.1756438084163678,0.10084033613445378,51840505.0,5.877735781779639,0
Ireland,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",37,-0.3608856350526074,0.02702702702702703,2075259.0,3.6109179126442243,0
Ireland,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,9,0.16084550519932894,0.0,211638.0,2.1972245773362196,0
Ireland,"Fish and crustaceans, molluscs and other aquatic invertebrates",468,-0.06845003682874615,0.1346153846153846,9417167.0,6.148468295917647,0
Ireland,Live animals,90,-0.7275377251532433,0.14444444444444443,226445144.0,4.499809670330265,0
Ireland,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",101,-0.007543945119042,0.09900990099009901,6302545.0,4.61512051684126,0
Ireland,Meat and edible meat offal,959,0.003393027612853882,0.08446298227320125,456044956.0,6.8658910748834385,0
Ireland,Organic chemicals,8,0.2897479570370344,0.0,61482.0,2.0794415416798357,0
Ireland,Plastics and plastic products,10,-0.5080549712885367,0.0,83079.0,2.302585092994046,0
Ireland,Products of animal origin not elsewhere specified or included,84,-0.3590187260936939,0.05952380952380952,10204445.0,4.430816798843313,0
Ireland,"Salt; sulphur; earths and stone; plastering material, lime and cement",53,-0.5335244624679389,0.0,37942637.0,3.970291913552122,0
Ireland,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",9,-0.9611571144246476,0.1111111111111111,7003542.0,2.1972245773362196,0
Israel,"Aircraft, spacecraft, and parts thereof",7,-0.33054103096122006,0.14285714285714285,1681378.0,1.9459101490553132,0
Israel,Edible fruit and nuts; peel of citrus fruits or melons,39,0.34355519373515747,0.0,33390450.0,3.6635616461296463,0
Israel,Edible vegetables and certain roots and tubers,33,-0.04009823233496836,0.030303030303030304,9115694.0,3.4965075614664802,0
Israel,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",12,-0.16174858540288486,0.0,554429.0,2.4849066497880004,0
Israel,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",25,0.6755541870136165,0.04,1187186.0,3.2188758248682006,0
Israel,Organic chemicals,6,0.6366266425457551,0.0,277159.0,1.791759469228055,0
Italy,"Aircraft, spacecraft, and parts thereof",29,-0.04059614156849469,0.0,3003244.0,3.367295829986474,0
Italy,Arms and ammunition; parts and accessoriesthereof,13,0.5083962078836164,0.07692307692307693,33707081.0,2.5649493574615367,0
Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",469,0.5493974791276519,0.031982942430703626,117771489.0,6.150602768446279,0
Italy,Edible fruit and nuts; peel of citrus fruits or melons,224,0.12653859254647773,0.008928571428571428,38433458.0,5.4116460518550396,0
Italy,Edible vegetables and certain roots and tubers,514,0.3853400896640738,0.042801556420233464,33386082.0,6.2422232654551655,0
Italy,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",47,0.021069684182362672,0.0425531914893617,5463184.0,3.8501476017100584,0
Italy,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,9,0.4498695635395469,0.0,250053.0,2.1972245773362196,0
Italy,"Fish and crustaceans, molluscs and other aquatic invertebrates",43,1.193422929440051,0.0,541479.0,3.7612001156935624,0
Italy,"Inorganic chemicals: organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",9,-0.4624760540791864,0.0,919980.0,2.1972245773362196,0
Italy,Live animals,12,0.6510147640198154,0.0,414360.0,2.4849066497880004,0
Italy,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",142,-0.38490884625727756,0.0,12994518.0,4.955827057601261,0
Italy,Meat and edible meat offal,365,0.4641282773715484,0.019178082191780823,39437719.0,5.8998973535824915,0
Italy,Plastics and plastic products,19,-0.14436510225882132,0.05263157894736842,259524.0,2.9444389791664403,0
Italy,Products of animal origin not elsewhere specified or included,20,-0.014623505183836243,0.15,428075.0,2.995732273553991,0
Italy,"Salt; sulphur; earths and stone; plastering material, lime and cement",5,0.5180553247736698,0.2,46714.0,1.6094379124341003,1
Italy,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",20,-0.32308480925299743,0.0,13375048.0,2.995732273553991,0
Ivory Coast,Edible fruit and nuts; peel of citrus fruits or melons,35,-0.7136086340075961,0.0,8631447.0,3.5553480614894135,0
Ivory Coast,Edible vegetables and certain roots and tubers,6,-1.1495891382969885,0.16666666666666666,42340.0,1.791759469228055,0
Jamaica,Edible fruit and nuts; peel of citrus fruits or melons,7,-0.06215500007989188,0.0,45210.0,1.9459101490553132,0
Jamaica,Edible vegetables and certain roots and tubers,39,0.2992152958662176,0.0,331941.0,3.6635616461296463,0
Japan,"Aircraft, spacecraft, and parts thereof",9,1.0222449093006842,0.0,619280.0,2.1972245773362196,0
Japan,Edible fruit and nuts; peel of citrus fruits or melons,11,2.150124656015583,0.18181818181818182,59208.0,2.3978952727983707,1
Japan,Edible vegetables and certain roots and tubers,19,2.937183801368992,0.631578947368421,118487.0,2.9444389791664403,1
Japan,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",16,0.4765059210440624,0.0,3760405.0,2.772588722239781,0
Japan,"Fish and crustaceans, molluscs and other aquatic invertebrates",26,1.0736531852023505,0.038461538461538464,1459255.0,3.258096538021482,0
Japan,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",5,0.4972200847625551,0.0,25565.0,1.6094379124341003,0
Japan,Meat and edible meat offal,6,3.002718563271626,0.8333333333333334,1880949.0,1.791759469228055,1
Japan,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",5,0.34038282439137635,0.0,170803.0,1.6094379124341003,0
Japan,Plastics and plastic products,9,-0.1437414060565846,0.0,2000316.0,2.1972245773362196,0
Japan,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",5,-0.6982571176417387,0.0,1259441.0,1.6094379124341003,0
Jordan,Edible fruit and nuts; peel of citrus fruits or melons,14,0.5655399341950373,0.0,2119764.0,2.6390573296152584,0
Jordan,Edible vegetables and certain roots and tubers,24,0.2754460460172801,0.0,1141712.0,3.1780538303479458,0
Kenya,Edible fruit and nuts; peel of citrus fruits or melons,35,0.1635862286319604,0.0,4029416.0,3.5553480614894135,0
Kenya,Edible vegetables and certain roots and tubers,137,0.2592914827707193,0.0,36393343.0,4.919980925828125,0
Kenya,"Fish and crustaceans, molluscs and other aquatic invertebrates",6,0.16601478965373173,0.0,55505.0,1.791759469228055,0
Kenya,Live animals,9,0.5282624012019741,0.0,213560.0,2.1972245773362196,0
Kenya,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",81,0.15249783979494685,0.024691358024691357,44727537.0,4.394449154672439,0
Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",37,0.1372020021582279,0.02702702702702703,526177.0,3.6109179126442243,0
Latvia,"Fish and crustaceans, molluscs and other aquatic invertebrates",32,-0.8114201868201748,0.0,1228507.0,3.4657359027997265,0
Latvia,Meat and edible meat offal,27,-0.6049764834310047,0.0,1479953.0,3.295836866004329,0
Latvia,Products of animal origin not elsewhere specified or included,11,0.17523983882085714,0.0,216039.0,2.3978952727983707,0
Latvia,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",7,-0.1166802179432127,0.0,2533238.0,1.9459101490553132,0
Lebanon,Edible fruit and nuts; peel of citrus fruits or melons,12,0.4022124922761458,0.16666666666666666,197107.0,2.4849066497880004,1
Lebanon,Edible vegetables and certain roots and tubers,43,0.07309819648433274,0.0,317952.0,3.7612001156935624,0
Lithuania,"Aircraft, spacecraft, and parts thereof",8,0.9100399627667805,0.0,246100.0,2.0794415416798357,0
Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",106,-0.05433212132943769,0.0,3964931.0,4.663439094112067,0
Lithuania,Edible fruit and nuts; peel of citrus fruits or melons,6,-0.511398135709913,0.0,27145.0,1.791759469228055,0
Lithuania,Edible vegetables and certain roots and tubers,37,0.35192092208098263,0.10810810810810811,531184.0,3.6109179126442243,0
Lithuania,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",21,-0.0531143232565171,0.0,571967.0,3.044522437723423,0
Lithuania,"Fish and crustaceans, molluscs and other aquatic invertebrates",51,-0.2760738840390469,0.0,1584231.0,3.9318256327243257,0
Lithuania,Meat and edible meat offal,74,0.3265733537294252,0.0,1958480.0,4.30406509320417,0
Lithuania,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",8,0.8078187167289096,0.0,305136.0,2.0794415416798357,0
Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",25,-0.3414588709535979,0.0,759823.0,3.2188758248682006,0
Luxembourg,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",11,0.41890447360683003,0.0,181700.0,2.3978952727983707,0
Madagascar,"Fish and crustaceans, molluscs and other aquatic invertebrates",5,0.002147644734043641,0.0,213782.0,1.6094379124341003,0
Malaysia,Edible fruit and nuts; peel of citrus fruits or melons,17,0.3728018158376315,0.0,2681631.0,2.833213344056216,0
Malaysia,Edible vegetables and certain roots and tubers,9,-0.07297881331869532,0.0,43153.0,2.1972245773362196,0
Malaysia,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",9,-0.07527068104149776,0.0,155696.0,2.1972245773362196,0
Maldives,"Fish and crustaceans, molluscs and other aquatic invertebrates",11,0.1538835298481056,0.0,114980.0,2.3978952727983707,0
Malta,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",6,0.4012861389834923,0.0,26176.0,1.791759469228055,0
Mauritius,"Fish and crustaceans, molluscs and other aquatic invertebrates",5,-0.17963467269939495,0.0,116881.0,1.6094379124341003,0
Mexico,"Aircraft, spacecraft, and parts thereof",7,-0.1978331169077076,0.0,62990.0,1.9459101490553132,0
Mexico,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",8,-0.7398617419181174,0.0,1736691.0,2.0794415416798357,0
Mexico,Edible fruit and nuts; peel of citrus fruits or melons,25,0.29368049980225097,0.0,3518349.0,3.2188758248682006,0
Mexico,Edible vegetables and certain roots and tubers,28,0.18785949746809885,0.0,5148729.0,3.332204510175204,0
Mexico,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",18,-0.6404878076960467,0.0,2930679.0,2.8903717578961645,0
Mexico,"Fish and crustaceans, molluscs and other aquatic invertebrates",8,-0.5010249707130479,0.0,258118.0,2.0794415416798357,0
Mexico,"Inorganic chemicals: organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",8,-0.857739247523165,0.0,1572571.0,2.0794415416798357,0
Moldova,Edible fruit and nuts; peel of citrus fruits or melons,12,-0.46436135688678787,0.0,693210.0,2.4849066497880004,0
Morocco,"Aircraft, spacecraft, and parts thereof",8,0.12957544620236294,0.0,110797.0,2.0794415416798357,0
Morocco,Edible fruit and nuts; peel of citrus fruits or melons,64,-0.25575678010167907,0.015625,41660592.0,4.1588830833596715,0
Morocco,Edible vegetables and certain roots and tubers,180,-0.3019013599981471,0.022222222222222223,79126780.0,5.19295685089021,0
Morocco,"Fish and crustaceans, molluscs and other aquatic invertebrates",9,-0.3712252668150491,0.0,426134.0,2.1972245773362196,0
Morocco,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",9,-0.3371476015694983,0.0,1687618.0,2.1972245773362196,0
Myanmar,Edible vegetables and certain roots and tubers,17,-0.6222052689755815,0.0,1889771.0,2.833213344056216,0
Myanmar,"Fish and crustaceans, molluscs and other aquatic invertebrates",68,-0.7730655958549432,0.0,8988609.0,4.219507705176107,0
Namibia,Edible fruit and nuts; peel of citrus fruits or melons,5,-0.2754017392039685,0.0,7768088.0,1.6094379124341003,0
Netherlands,"Aircraft, spacecraft, and parts thereof",40,-0.10060992986890856,0.1,3760631.0,3.6888794541139363,0
Netherlands,Arms and ammunition; parts and accessoriesthereof,6,-0.08545217332853272,0.16666666666666666,23951955.0,1.791759469228055,0
Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",853,-0.04391093655913886,0.012895662368112544,118927526.0,6.748759547491679,0
Netherlands,Edible fruit and nuts; peel of citrus fruits or melons,754,-0.0369663170991643,0.011936339522546418,61642060.0,6.625392368007956,0
Netherlands,Edible vegetables and certain roots and tubers,1239,0.024379565099775943,0.046811945117029866,287330837.0,7.122059881629142,0
Netherlands,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",70,-0.3306633472420671,0.014285714285714285,10963845.0,4.248495242049359,0
Netherlands,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,8,-0.46505098382043947,0.0,1185535.0,2.0794415416798357,0
Netherlands,"Fish and crustaceans, molluscs and other aquatic invertebrates",406,-0.01319803962710229,0.017241379310344827,41723349.0,6.0063531596017325,0
Netherlands,"Inorganic chemicals: organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",22,-0.0010155772265872034,0.13636363636363635,49253661.0,3.091042453358316,0
Netherlands,Live animals,97,-0.36325531604931355,0.0,8803511.0,4.574710978503383,0
Netherlands,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",1130,-0.06889885887307627,0.023008849557522124,303930172.0,7.029972911706386,0
Netherlands,Meat and edible meat offal,821,-0.22292326523654016,0.010962241169305725,364810329.0,6.710523109452428,0
Netherlands,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medical plants; straw and fodder",15,-0.0758820431606477,0.0,423396.0,2.70805020110221,0
Netherlands,Organic chemicals,31,-0.6314372102161333,0.03225806451612903,27317258.0,3.4339872044851463,0
Netherlands,Plastics and plastic products,60,-0.22915363512154324,0.0,3904438.0,4.0943445622221,0
Netherlands,Products of animal origin not elsewhere specified or included,104,-0.3358790155191395,0.019230769230769232,10524572.0,4.6443908991413725,0
Netherlands,"Salt; sulphur; earths and stone; plastering material, lime and cement",24,0.12397901744519062,0.0,2515468.0,3.1780538303479458,0
Netherlands,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",46,-0.4028654969563765,0.0,10093006.0,3.828641396489095,0
New Zealand,"Aircraft, spacecraft, and parts thereof",5,0.26218001213844744,0.0,46621.0,1.6094379124341003,0
New Zealand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",32,1.241615999205226,0.09375,21247883.0,3.4657359027997265,0
New Zealand,Edible fruit and nuts; peel of citrus fruits or melons,10,0.4505873037414817,0.2,9975552.0,2.302585092994046,1
New Zealand,Edible vegetables and certain roots and tubers,6,-0.17616488809086572,0.0,2206730.0,1.791759469228055,0
New Zealand,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,0.08067245031296319,0.0,42081.0,1.6094379124341003,0
New Zealand,"Fish and crustaceans, molluscs and other aquatic invertebrates",23,0.13516883452650275,0.0,1411713.0,3.1354942159291497,0
New Zealand,Meat and edible meat offal,144,0.35317030085144857,0.0,70523317.0,4.969813299576001,0
New Zealand,Products of animal origin not elsewhere specified or included,12,0.5998064372966777,0.08333333333333333,549564.0,2.4849066497880004,0
Nicaragua,Edible fruit and nuts; peel of citrus fruits or melons,6,-1.3158281611596923,0.0,8617451.0,1.791759469228055,0
Nigeria,Edible fruit and nuts; peel of citrus fruits or melons,20,-1.1714045438009426,0.5,460841.0,2.995732273553991,1
Nigeria,Edible vegetables and certain roots and tubers,42,-2.0102136935620982,0.42857142857142855,217156.0,3.7376696182833684,1
Nigeria,"Fish and crustaceans, molluscs and other aquatic invertebrates",12,1.691701797922632,0.08333333333333333,853205.0,2.4849066497880004,1
Nigeria,Products of animal origin not elsewhere specified or included,5,-1.034230756358662,0.2,19218.0,1.6094379124341003,0
North Macedonia,Live animals,5,-0.4610587397941456,0.0,29099.0,1.6094379124341003,0
Norway,"Aircraft, spacecraft, and parts thereof",13,0.9126284664396697,0.15384615384615385,1045916.0,2.5649493574615367,1
Norway,Arms and ammunition; parts and accessoriesthereof,7,0.1594704738237735,0.0,8884388.0,1.9459101490553132,0
Norway,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",5,-0.023506294328038524,0.0,244187.0,1.6094379124341003,0
Norway,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",23,-0.05530878933880761,0.0,1923618.0,3.1354942159291497,0
Norway,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,9,0.5701408729954944,0.0,221548.0,2.1972245773362196,0
Norway,"Fish and crustaceans, molluscs and other aquatic invertebrates",305,-0.05388634042303074,0.019672131147540985,194361697.0,5.720311776607412,0
Norway,Plastics and plastic products,5,-0.005040387543631309,0.8,33566800.0,1.6094379124341003,1
Norway,Products of animal origin not elsewhere specified or included,10,0.541901968647057,0.0,669015.0,2.302585092994046,0
Oman,Edible vegetables and certain roots and tubers,7,-0.8959452778721991,0.0,148446.0,1.9459101490553132,0
Oman,"Fish and crustaceans, molluscs and other aquatic invertebrates",12,-1.144546638252175,0.0,87558.0,2.4849066497880004,0
Pakistan,Edible fruit and nuts; peel of citrus fruits or melons,52,0.07594235317228565,0.0,10458531.0,3.9512437185814275,0
Pakistan,Edible vegetables and certain roots and tubers,72,0.1447438766346573,0.0,1214346.0,4.276666119016055,0
Pakistan,"Fish and crustaceans, molluscs and other aquatic invertebrates",37,-1.0491595345166849,0.0,1020971.0,3.6109179126442243,0
Pakistan,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medical plants; straw and fodder",6,-0.2209927013193287,0.0,35096.0,1.791759469228055,0
Pakistan,"Salt; sulphur; earths and stone; plastering material, lime and cement",6,-0.23743636825060796,0.0,464343.0,1.791759469228055,0
Palestine,Edible fruit and nuts; peel of citrus fruits or melons,6,0.9566265275886341,0.0,1045817.0,1.791759469228055,0
Panama,Edible fruit and nuts; peel of citrus fruits or melons,10,-1.4410173498137635,0.0,4685091.0,2.302585092994046,0
Paraguay,Meat and edible meat offal,6,0.2901860595890287,0.0,1474319.0,1.791759469228055,0
Peru,Edible fruit and nuts; peel of citrus fruits or melons,79,-0.29233874948595595,0.0,56739262.0,4.3694478524670215,0
Peru,Edible vegetables and certain roots and tubers,39,0.2919437025997606,0.05128205128205128,14876113.0,3.6635616461296463,0
Peru,"Fish and crustaceans, molluscs and other aquatic invertebrates",10,0.25189211717332266,0.0,249239.0,2.302585092994046,0
Peru,"Inorganic chemicals: organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",8,-0.5319966110733918,0.0,2414480.0,2.0794415416798357,0
Philippines,"Aircraft, spacecraft, and parts thereof",6,0.33622083354797866,0.0,615828.0,1.791759469228055,0
Philippines,Edible fruit and nuts; peel of citrus fruits or melons,29,0.10675768357317757,0.0,3610300.0,3.367295829986474,0
Philippines,Edible vegetables and certain roots and tubers,6,0.5477174637943828,0.0,61868.0,1.791759469228055,0
Philippines,"Fish and crustaceans, molluscs and other aquatic invertebrates",23,-0.06568785917872826,0.0,287682.0,3.1354942159291497,0
Philippines,Products of animal origin not elsewhere specified or included,5,-0.14990864286226274,0.0,79216.0,1.6094379124341003,0
Poland,"Aircraft, spacecraft, and parts thereof",19,-1.0376089673432312,0.21052631578947367,310938.0,2.9444389791664403,0
Poland,Arms and ammunition; parts and accessoriesthereof,8,-0.6867882701100374,0.0,214996.0,2.0794415416798357,0
Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",491,-0.3526177240682613,0.006109979633401222,45162461.0,6.19644412779452,0
Poland,Edible fruit and nuts; peel of citrus fruits or melons,71,0.1018091653099003,0.0,18402230.0,4.2626798770413155,0
Poland,Edible vegetables and certain roots and tubers,336,-0.044764607804012854,0.03869047619047619,64031640.0,5.817111159963204,0
Poland,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",44,0.0202239348383758,0.0,3377291.0,3.784189633918261,0
Poland,"Fish and crustaceans, molluscs and other aquatic invertebrates",109,0.0024126999515619823,0.009174311926605505,9514508.0,4.6913478822291435,0
Poland,Live animals,10,0.6334899307558596,0.1,110438.0,2.302585092994046,0
Poland,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",22,0.30548542988895844,0.09090909090909091,422577.0,3.091042453358316,0
Poland,Meat and edible meat offal,852,-0.29068497046747666,0.011737089201877934,247152318.0,6.747586526829315,0
Poland,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",15,-0.595299936360428,0.0,87800.0,2.70805020110221,0
Poland,Plastics and plastic products,14,-1.2729986659088168,0.0,850908.0,2.6390573296152584,0
Poland,Products of animal origin not elsewhere specified or included,40,-0.3491250609601601,0.0,1064272.0,3.6888794541139363,0
Poland,"Salt; sulphur; earths and stone; plastering material, lime and cement",8,0.5619365534263534,0.0,59960.0,2.0794415416798357,0
Portugal,"Aircraft, spacecraft, and parts thereof",8,0.054586600049901665,0.0,59890.0,2.0794415416798357,0
Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",85,0.07241794168884749,0.058823529411764705,907384.0,4.442651256490317,0
Portugal,Edible fruit and nuts; peel of citrus fruits or melons,58,-0.014117856282754094,0.0,6877739.0,4.060443010546419,0
Portugal,Edible vegetables and certain roots and tubers,151,-0.13881988762414083,0.013245033112582781,9172783.0,5.017279836814924,0
Portugal,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",10,0.8275354472205944,0.0,294461.0,2.302585092994046,0
Portugal,"Fish and crustaceans, molluscs and other aquatic invertebrates",147,0.07905904677631506,0.0,1472623.0,4.990432586778736,0
Portugal,Live animals,9,-0.4270793252032242,0.0,97229.0,2.1972245773362196,0
Portugal,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",22,0.25324393610689383,0.09090909090909091,2146032.0,3.091042453358316,0
Portugal,Meat and edible meat offal,102,0.12092194649471909,0.00980392156862745,1875300.0,4.624972813284271,0
Portugal,"Salt; sulphur; earths and stone; plastering material, lime and cement",39,-0.5713134533202061,0.0,18088886.0,3.6635616461296463,0
Qatar,"Fish and crustaceans, molluscs and other aquatic invertebrates",5,0.3850492220511804,0.0,54277.0,1.6094379124341003,0
Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",204,-0.1641860909314159,0.00980392156862745,4358680.0,5.318119993844216,0
Romania,Edible fruit and nuts; peel of citrus fruits or melons,15,0.6755058026513706,0.0,2414853.0,2.70805020110221,0
Romania,Edible vegetables and certain roots and tubers,34,0.03737634807638388,0.0,346291.0,3.5263605246161616,0
Romania,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,-1.062271241120979,0.0,485547.0,1.6094379124341003,0
Romania,"Fish and crustaceans, molluscs and other aquatic invertebrates",22,-0.9535963771446879,0.0,167474.0,3.091042453358316,0
Romania,Live animals,10,-0.9291988820526738,0.0,205200.0,2.302585092994046,0
Romania,Meat and edible meat offal,192,-0.2194393803205282,0.005208333333333333,18318248.0,5.2574953720277815,0
